,target,text,stance,stance_confidence,sarcasm,sarcasm_confidence,sentiment,sentiment
3112,Digital Transformation,يتبع والذي تنفذه وزارة التعليم بالتعاون مع شركة تطوير لتقنيات التعليم للتحول نحو التعلم الرقمي والمساهمة في التحول إلى بيئة رقمية تفاعلية   وقدمته مشرفة تفعيل ومسؤولة الدعم الفني بشركة كلاسيرا سماح بامنصور وذلك بمقر الثانوية السابعة URL,Favor,1.0,No,1.0,Positive,1.0
3113,Digital Transformation,ستؤتي ثمارها يانعة بتوفيق الله  فالمجتمع العماني أثبت جدارته وتفاعله مع برامج وأنظمة التحول الإلكتروني. URL,Favor,1.0,No,1.0,Positive,1.0
3114,Digital Transformation, التحول السريع من التعليم التقليدي الى التعليم الالكتروني خلال أيام معدودة رغم كل ماواجهوه الاساتذة والاستاذات  الطلاب والطالبات يدل على قوة ومتانة التعليم في بلادنا والحمدلله والقدرات العلمية والمعرفية التي يتحلى بها المواطن السعودي. باذن,Favor,1.0,No,1.0,Positive,1.0
3115,Women empowerment,yeah it’s 2022 and this sh1t still among us!¡ اتساءل كيف ربط تمكين المرأة بإهتمامي بالفن الكوري الي أصلًا المُهتمين فيه افضل منه وامثاله بأضعاف   احنا الي كيف نحصّل عالم نظيف واعي والعnصRية والـtخلف هذا للحين في الناس URL,Favor,0.7301,No,1.0,Neutral,0.7685
3116,Digital Transformation, اللــــه يبشرك بالخير ؛ سعادة وفرحة غمرت قلوبنا بهذا الإنجاز التقني لـ #جامعة_الأمير_سطام  بتحققها المركز الـ 23 من أصل 371 جهة حكومية بـ #السعودية_العظمى وذلك لمساهمتها في التحول الإلكتروني؛ فللــــه الحمد والشكر .,Favor,1.0,No,1.0,Positive,1.0
3117,Women empowerment, صدقت والله اخي الكريم. ١٠٠٠وظيفة لشاب تفتح ١٠٠٠بيت وتزوج الف فتاة وتبدأ ١٠٠٠اسرة. سولافة تمكين المرأة خلق مشكله كبيرة وتمييز عنيف وظهور فروق كبيرة ضد الشاب.اكيد لن تقبل فتاة عاملة او موظفة بشاب حتى لو كان مهندس او طبيب لا يعمل. ولكن العكس يحد,Against,0.6297,No,1.0,Negative,1.0
3118,Women empowerment,#المراة_السعودية_قاضية لن يكون هناك تمكين للمرأة بدون اسقاط الولاية,Favor,1.0,No,1.0,Neutral,0.5756
3119,Women empowerment,"""تمكين المرأة""  يعني إشغالها بوظائف الرجال عن واجباتها الحقيقية من رعاية للابناء وتنشئتهم وحفظهم  وأول خطوات هذا التمكين هو: احتقار الأمومة وازدراؤها واعتبارها حالة بدائية أو حيوانية!!",Against,1.0,No,0.7379,Negative,1.0
3120,Women empowerment,وين تمكين المرأة؟ولا بس شعارات بدون اثبات  #حمايه_المراه_مطلب,Favor,1.0,No,1.0,Negative,0.5672
3121,Women empowerment,  تمكين المرأة لا علاقة له بالحجاب   إنما في مجالات عديدة كانت سابقا محتكرة للرجل   اكيد دولتنا حكيمة لن تضعها في موضع لا يناسب طبيعتها كأمرأة .  وهذا ما حصل بالفعل الحمد لله  وكثيرا منهم ما زالت متمسكة بالحجاب الشرعي ..,Favor,1.0,No,1.0,Positive,0.7122
3122,Digital Transformation,#التحول_الرقمى_مصر من افشل ما يكون تعقيد و تتويه الى بيعمل المنصات باين عليه موظف بس الحكومه طلبت تحول رقمى يبقى توه الناس و بس مفروض مصر تكون من اول الدول الى عندها تحول رقمى لكن تحس من المواقع الحكوميه ان الى عملها عايش فى ١٩٨٠ ولسه ماوصلش ٢٠٢٠,Against,1.0,No,1.0,Negative,1.0
3123,Women empowerment,MENTION قصدوا بالتمكين..ربط المرأة بحبل ماchن من خلال القروض وصندوق المرأه... اي تمكين في زمن البطاله.. في زمن المديونية.. اي تمكين ووجوه الطبقه المخمليه تدور من موقع إلى آخر,Against,0.7457,No,0.7945,Negative,1.0
3124,Digital Transformation,التحول الرقمي او التحول الالكتروني نفس اللي كنا نسمعه من ٢٠ سنه من المسؤولين… #الكويت مركز مالي و تجاري‼️ . . شفتوا شي🤷🏻‍♂️  🌟🌟🌟,Favor,1.0,No,1.0,Positive,0.631
3125,Women empowerment,يضحك علينا بكلمة تمكين المرأه اذا الكلام اللي كاتبه صحيح له اسم ثاني ما بقوله والسؤال وش استفدت من كل اللي صار مو حرام وحده مثل هذي تشوف نفسها ؟ وعليك وعتيبي بعد #قضيه_محمد_الحمودvsمودل_روز,Against,1.0,No,0.8426,Negative,0.8268
3127,Women empowerment,  (معروف انني مع تمكين المرأة) وما يهمني رايك واهتماماتك. الفكرة تطرح دون أي مقدمات لافكارك لأنها لاتهمنا. لان افكارك لم يكن لها دور فيما يحدث الآن.,Favor,0.7206,No,1.0,Positive,0.59
3128,Digital Transformation,  لقد طبقت بعض الجامعات السعودية التعليم الالكتروني المطور للانتساب  وقد نجح نجاح باهر  كما انه كان مصدر دخل جيد للجامعات ويعتبر رافد مهم للاستثمار في ضل التحول الى خصخصة الجامعات. وسوف يسهم في تطوير وتعليم شبابنا معرفيا وتمكينهم من ال,Favor,0.5932,No,1.0,Negative,0.5999
3129,Women empowerment," في اليوم العالمي للمرأة..أوجه تحية تقدير إلى المرأة في الإمارات والعالم..لقد وقفت بشجاعة وإخلاص في الخطوط الأمامية لمواجهة ""كورونا"" لتؤكد أن مستقبل المجتمعات يرتبط بالمشاركة المتساوية والفاعلة للنساء  والرجال..تمكين المرأة أولوية أساسية ف",Favor,1.0,No,1.0,Positive,0.8742
3130,Women empowerment,  لا تجيب طاري اسيادك لو سمحت .. ثم انا قلت بعض البدو الوع 🤮مثلك  محمد بن سلمان جعلني فداه هو السبب بعد الله في تمكين المرأة وهدم صنمكم🥴,Against,0.6034,No,1.0,Negative,0.6128
3131,Digital Transformation, اي تحول رقمي الله يصلحكم وحنا صار لنا سنة كاملة نتابع خلف معاملة مياه راكدة ولا حس ولا خبر ولا استجابه على الإطلاق  إذا لم يكن التطوير يمس الخدمات بشكل مباشر فما جدوى التحول الرقمي,Favor,1.0,No,1.0,Positive,1.0
3132,Women empowerment,حصلت 145 طالبة على منح وقروض جامعية خلال العام 2020 بدعم من #التعاون.  هنّ بدأنّ ببناء مستقبلهن، بينما إحتفلت دفعة أخرى من الطالبات بتخرجها 👩‍🎓  تمكين #المرأة تمكينٌ للمجتمع بأكمله.  #يوم_المراه_العالمي  #يوم_المرأة  #تمكين #تعليم ,Favor,1.0,No,1.0,Positive,1.0
3133,Women empowerment,MENTION تمكين المرأة الصحيح هو برجوعنا لتعاليم الإسلام نحوها👍🏻  عدا ذلك هو امتهان لها وجرأة على خالقنا,Favor,0.7212,No,1.0,Positive,0.4003
3134,Women empowerment,ويسرنا دعوتكم لحضور ملتقى #سعوديات_تمكين_ورياده   للحديث عن انجازات وتمكن وريادة المرأة السعودية ومناقشة المستقبل الريادي للمرأة🧕💫 في جلسات حوارية مع مجموعة من الشخصيات النسائية المُلهمة✨  لحضور الملتقى عن بعد🔗  ,Favor,1.0,No,1.0,Positive,0.818
3135,Digital Transformation,  كل شي صار رقمي. وتضررو الناس و و و ماعندي مشكلة بالرقمي والي اخره ولكن ماذا بعد التحول الرقمي؟,Against,1.0,No,1.0,Negative,1.0
3136,Women empowerment,لا شك أن حاجتها أجبرتها على العمل في هذا المكان وتحت هذه الظروف مع العمالة الوافدة...  #تمكين_المرأة في زمن الترفيه #ايش_ودكم_تقولون ,Favor,1.0,No,1.0,Neutral,0.7628
3137,Women empowerment,MENTION الشباب السعودي و هم الشباب  ما اقتحموا عالم صيانة السيارات..  تجين أنت .. تبين تقتحمين !!  و تقولين تمكين المرأة!!!   ان كملوا سنه .. علموني .. 😌,Against,0.7791,No,0.7563,Negative,0.7785
3138,Digital Transformation, ما شاء الله عليكم  عسى باقي المؤسسات تحذو حذوكم في التحول الالكتروني 👏👏,Favor,1.0,No,1.0,Positive,1.0
3139,Women empowerment,MENTION نتيجة تمكين المرأة والانفتاح وأولويتها بالعمل,Favor,1.0,No,1.0,Neutral,0.5792
3140,Women empowerment, مركزين على تمكين المرأة واخر اهتمامهم الوطن,Against,0.7279,No,1.0,Negative,0.7551
3141,Covid Vaccine,MENTION مع الأسف صار التطعيم اجباري...والشخص بدون تطعيم كأنه ميت  #كورونا,Against,0.4048,No,1.0,Negative,1.0
3142,Women empowerment,    الوطن هو الامان والطمأنينة الوطن هو الحياه والامل الله يحفظ المملكه حكومة وشعبا ويديم نعمة الامن والامان  الإنجازات  تمكين المرأة السعودية في مختلف المجالات  تطور الاقتصاد أدارت المملكة أزمة كورونا بحنكة  ,Favor,0.7766,No,1.0,Positive,0.8467
3143,Women empowerment,راما عشان الاغنية ماخلصت خلتنا ناخد لفة تاني وربي اشكر ام تمكين المرأة 😭,Favor,0.7465,No,1.0,Positive,1.0
3144,Covid Vaccine,الحمدلله الحالات تزيد شوي لكنها خفيفة والدليل ان الحالات الحرجة تنقص #تطعيم_كورونا URL,Favor,1.0,No,1.0,Neutral,0.6861
3145,Covid Vaccine,إحدى موظفات الطاقم الطبي في ألاسكا الأمريكية  تعرضت لحالة حساسية غريبة في ملامح وجهها بعد أن أخذت تطعيم فريزر ضد كورونا ,Against,0.59,No,1.0,Neutral,0.6943
